customer_id,merchant_id,amount,is_fraudulent,card_type,purchase_category,customer_age
1056.0,2007.0,5239.79,1,Discover,Groceries,36.0
1021.0,2083.0,5046.25,0,Visa,Groceries,20.0
1059.0,2083.0,2489.78,1,MasterCard,Travel,53.0
1001.0,2024.0,3766.33,0,American Express,Travel,45.0
1093.0,2081.0,7009.45,1,Discover,Travel,48.0
1093.0,2057.0,8528.48,0,Discover,Retail,30.0
1034.0,2083.0,2988.79,0,MasterCard,Restaurant,27.0
1065.0,2018.0,2050.36,1,Visa,Restaurant,38.0
1098.0,2001.0,2968.07,1,MasterCard,Retail,68.0
1023.0,2052.0,297.92,1,MasterCard,Groceries,51.0
1065.0,2026.0,6443.44,1,Visa,Restaurant,43.0
1014.0,2081.0,4220.02,0,Visa,Restaurant,50.0
1081.0,2040.0,3692.63,0,American Express,Online Shopping,35.0
1039.0,2041.0,7760.21,1,Discover,Gas Station,51.0
1082.0,2074.0,9929.87,1,American Express,Groceries,22.0
1065.0,2011.0,4472.38,1,Visa,Retail,19.0
1078.0,2015.0,3826.37,1,American Express,Online Shopping,42.0
1026.0,2021.0,1578.21,0,MasterCard,Restaurant,28.0
1020.0,2032.0,4446.95,0,MasterCard,Retail,35.0
1048.0,2067.0,3147.73,1,American Express,Retail,47.0
1098.0,2092.0,9369.66,1,MasterCard,Online Shopping,22.0
1021.0,2099.0,4564.87,0,American Express,Groceries,42.0
1070.0,2084.0,1985.83,1,Discover,Groceries,40.0
1100.0,2098.0,6069.36,1,Discover,Online Shopping,43.0
1068.0,2017.0,2854.78,0,Visa,Travel,57.0
1001.0,2077.0,5868.94,0,Visa,Retail,30.0
1077.0,2088.0,3234.81,1,Visa,Groceries,58.0
1042.0,2053.0,179.39,0,American Express,Travel,66.0
1063.0,2041.0,533.71,1,Discover,Restaurant,62.0
1003.0,2058.0,3272.11,0,MasterCard,Gas Station,68.0
1015.0,2062.0,4776.24,0,Discover,Retail,68.0
1047.0,2095.0,1426.11,1,Visa,Restaurant,52.0
1040.0,2018.0,8319.73,0,MasterCard,Retail,65.0
1031.0,2034.0,3756.54,0,Visa,Retail,44.0
1008.0,2023.0,264.4,1,MasterCard,Travel,38.0
1031.0,2088.0,4348.25,0,American Express,Restaurant,22.0
1073.0,2076.0,3245.6,1,Visa,Groceries,29.0
1011.0,2042.0,1788.2,1,MasterCard,Online Shopping,19.0
1011.0,2037.0,6134.69,0,Discover,Gas Station,39.0
1094.0,2026.0,7607.71,1,American Express,Travel,34.0
1063.0,2011.0,6439.77,1,MasterCard,Online Shopping,25.0
1009.0,2054.0,3246.9,1,MasterCard,Groceries,40.0
1098.0,2048.0,7567.35,1,American Express,Online Shopping,68.0
1069.0,2024.0,403.42,1,Discover,Restaurant,26.0
1099.0,2051.0,5121.97,1,American Express,Groceries,50.0
1017.0,2049.0,7230.54,0,Discover,Online Shopping,19.0
1017.0,2074.0,7139.5,1,Discover,Groceries,64.0
1085.0,2029.0,4971.8,0,Visa,Travel,48.0
1061.0,2003.0,9270.22,1,Discover,Retail,50.0
1071.0,2003.0,1407.72,0,Visa,Groceries,44.0
1022.0,2072.0,1031.51,0,Discover,Online Shopping,66.0
1034.0,2083.0,1642.18,0,Visa,Restaurant,37.0
1068.0,2079.0,7141.4,1,Visa,Travel,47.0
1078.0,2081.0,927.68,0,Discover,Restaurant,67.0
1055.0,2030.0,3609.57,0,American Express,Restaurant,48.0
1028.0,2012.0,3577.24,1,Discover,Groceries,18.0
1070.0,2060.0,820.78,0,Visa,Online Shopping,25.0
1097.0,2026.0,3442.3,0,American Express,Online Shopping,44.0
1094.0,2034.0,705.07,1,MasterCard,Online Shopping,55.0
1089.0,2090.0,4011.59,0,MasterCard,Gas Station,42.0
1026.0,2022.0,630.88,1,Discover,Travel,26.0
1092.0,2007.0,4169.37,0,Visa,Online Shopping,19.0
1040.0,2052.0,7899.39,1,Visa,Gas Station,65.0
1052.0,2080.0,6948.92,0,American Express,Online Shopping,27.0
1086.0,2055.0,5485.49,1,Visa,Online Shopping,60.0
1084.0,2077.0,903.84,1,Discover,Travel,33.0
1048.0,2034.0,2080.47,0,American Express,Restaurant,30.0
1057.0,2020.0,1599.01,1,American Express,Online Shopping,42.0
1067.0,2012.0,7630.01,0,MasterCard,Online Shopping,26.0
1058.0,2048.0,8687.96,1,Discover,Travel,49.0
1016.0,2022.0,2281.69,1,Discover,Groceries,19.0
1032.0,2073.0,574.58,1,Visa,Online Shopping,43.0
1029.0,2016.0,6838.38,1,Discover,Gas Station,41.0
1009.0,2002.0,252.01,1,MasterCard,Gas Station,67.0
1044.0,2092.0,6432.6,0,Discover,Online Shopping,33.0
1003.0,2068.0,6975.9,1,Discover,Travel,61.0
1076.0,2056.0,4792.15,0,MasterCard,Groceries,53.0
1071.0,2099.0,431.34,1,Visa,Retail,22.0
1030.0,2059.0,7587.69,1,American Express,Retail,31.0
1076.0,2087.0,9500.16,0,Discover,Travel,69.0
1029.0,2064.0,9544.67,0,Discover,Groceries,48.0
1001.0,2016.0,1385.35,1,American Express,Groceries,52.0
1010.0,2029.0,3201.4,0,Visa,Groceries,55.0
1091.0,2092.0,3881.38,1,American Express,Groceries,39.0
1081.0,2027.0,6346.96,1,American Express,Online Shopping,42.0
1008.0,2025.0,3964.13,0,American Express,Gas Station,62.0
1030.0,2035.0,5107.37,0,Discover,Gas Station,26.0
1009.0,2037.0,2903.5,0,Discover,Travel,30.0
1005.0,2096.0,244.9,0,Visa,Travel,38.0
1043.0,2064.0,7150.27,0,MasterCard,Gas Station,36.0
1010.0,2049.0,4155.24,1,American Express,Groceries,32.0
1066.0,2017.0,688.94,1,Discover,Retail,41.0
1031.0,2056.0,2009.24,1,American Express,Online Shopping,59.0
1036.0,2027.0,369.7,0,Visa,Retail,22.0
1086.0,2077.0,2302.76,0,American Express,Groceries,28.0
1063.0,2028.0,4919.74,0,MasterCard,Travel,55.0
1028.0,2037.0,3500.32,1,Discover,Online Shopping,19.0
1070.0,2094.0,815.47,0,American Express,Travel,37.0
1017.0,2087.0,8817.65,1,MasterCard,Online Shopping,41.0
1093.0,2025.0,5096.39,0,Visa,Retail,52.0
1074.0,2054.0,8292.08,0,American Express,Gas Station,69.0
1074.0,2024.0,3977.84,1,Visa,Gas Station,54.0
1061.0,2053.0,1531.04,0,Discover,Online Shopping,69.0
1032.0,2019.0,83.43,0,MasterCard,Retail,44.0
1061.0,2004.0,6280.52,1,Discover,Restaurant,32.0
1053.0,2038.0,6231.69,1,MasterCard,Gas Station,63.0
1025.0,2034.0,2663.81,0,American Express,Restaurant,53.0
1013.0,2031.0,3749.26,0,MasterCard,Gas Station,40.0
1013.0,2080.0,3890.31,1,Visa,Retail,56.0
1085.0,2058.0,8349.88,0,MasterCard,Gas Station,41.0
1056.0,2032.0,7544.17,0,MasterCard,Restaurant,26.0
1046.0,2048.0,2570.22,1,MasterCard,Retail,36.0
1055.0,2075.0,1965.77,1,MasterCard,Restaurant,70.0
1053.0,2088.0,8980.3,0,MasterCard,Travel,21.0
1060.0,2083.0,3932.4,0,Visa,Online Shopping,39.0
1094.0,2059.0,6508.12,0,American Express,Restaurant,20.0
1007.0,2011.0,4521.98,0,Visa,Online Shopping,21.0
1087.0,2002.0,4460.98,1,Visa,Retail,35.0
1084.0,2061.0,9677.67,0,Discover,Online Shopping,70.0
1083.0,2018.0,6721.75,1,Visa,Travel,38.0
1013.0,2042.0,7702.47,1,MasterCard,Retail,68.0
1008.0,2089.0,2053.85,0,MasterCard,Groceries,23.0
1052.0,2051.0,1135.81,0,Visa,Gas Station,65.0
1094.0,2088.0,3880.65,1,American Express,Restaurant,68.0
1044.0,2028.0,1076.23,0,American Express,Gas Station,19.0
1014.0,2092.0,9331.5,0,American Express,Restaurant,64.0
1032.0,2050.0,2063.78,1,American Express,Travel,43.0
1025.0,2091.0,7600.0,1,Discover,Groceries,59.0
1025.0,2055.0,7359.67,0,Discover,Online Shopping,42.0
1069.0,2095.0,2993.11,1,Discover,Retail,66.0
1058.0,2077.0,6900.6,0,Visa,Online Shopping,44.0
1018.0,2033.0,2151.28,1,American Express,Gas Station,18.0
1055.0,2010.0,5936.65,0,American Express,Groceries,41.0
1024.0,2013.0,3040.67,0,Visa,Groceries,53.0
1036.0,2072.0,4643.16,1,Discover,Gas Station,50.0
1060.0,2008.0,6481.82,0,Discover,Online Shopping,20.0
1032.0,2007.0,2305.8,0,Discover,Gas Station,55.0
1010.0,2043.0,8903.16,0,Visa,Restaurant,38.0
1057.0,2031.0,8437.19,0,American Express,Travel,54.0
1071.0,2061.0,2175.89,0,American Express,Online Shopping,28.0
1013.0,2046.0,247.89,0,Discover,Retail,59.0
1007.0,2078.0,133.48,1,MasterCard,Restaurant,34.0
1084.0,2086.0,8297.58,1,Visa,Retail,31.0
1070.0,2077.0,8604.98,0,Visa,Retail,55.0
1002.0,2091.0,2071.46,0,Discover,Gas Station,58.0
1012.0,2096.0,9468.48,0,American Express,Online Shopping,59.0
1097.0,2006.0,3891.83,0,American Express,Online Shopping,50.0
1031.0,2001.0,3280.31,1,Discover,Retail,23.0
1022.0,2033.0,9842.45,0,Discover,Travel,39.0
1053.0,2065.0,6022.11,0,Discover,Restaurant,51.0
1063.0,2080.0,1660.92,0,Discover,Gas Station,58.0
1062.0,2049.0,4921.91,0,Discover,Groceries,50.0
1028.0,2039.0,5612.69,0,American Express,Gas Station,33.0
1052.0,2051.0,2860.57,0,Discover,Groceries,28.0
1008.0,2086.0,9867.94,1,Discover,Groceries,27.0
1022.0,2048.0,8575.02,0,Discover,Travel,41.0
1049.0,2017.0,2492.7,1,Discover,Restaurant,70.0
1001.0,2072.0,6167.54,1,American Express,Online Shopping,49.0
1050.0,2006.0,8845.28,0,Discover,Gas Station,21.0
1034.0,2075.0,8528.29,0,Discover,Gas Station,28.0
1059.0,2023.0,6196.57,0,Visa,Retail,25.0
1037.0,2034.0,8573.09,0,American Express,Gas Station,24.0
1055.0,2022.0,9468.4,0,MasterCard,Gas Station,44.0
1090.0,2065.0,9302.29,0,Visa,Restaurant,52.0
1094.0,2064.0,3041.43,1,American Express,Retail,65.0
1072.0,2044.0,3820.39,1,MasterCard,Online Shopping,42.0
1085.0,2060.0,5685.43,0,Discover,Gas Station,43.0
1092.0,2017.0,1603.28,1,American Express,Retail,60.0
1063.0,2012.0,544.84,0,American Express,Groceries,70.0
1020.0,2041.0,2160.93,0,American Express,Retail,20.0
1025.0,2091.0,1915.95,1,MasterCard,Travel,28.0
1038.0,2068.0,4237.42,1,Visa,Groceries,70.0
1028.0,2056.0,8765.68,1,Discover,Restaurant,52.0
1008.0,2019.0,770.23,1,American Express,Travel,56.0
1075.0,2034.0,4180.7,0,Visa,Travel,60.0
1095.0,2015.0,233.72,1,American Express,Online Shopping,62.0
1070.0,2041.0,7706.73,1,Discover,Travel,29.0
1008.0,2006.0,8986.23,1,MasterCard,Travel,51.0
1096.0,2017.0,3027.48,0,Discover,Travel,23.0
1041.0,2064.0,2634.63,1,MasterCard,Retail,34.0
1008.0,2036.0,9301.96,0,Discover,Retail,57.0
1007.0,2096.0,8874.75,0,American Express,Groceries,50.0
1075.0,2047.0,8007.56,0,American Express,Retail,56.0
1062.0,2056.0,2054.61,1,American Express,Groceries,43.0
1065.0,2037.0,9194.87,1,MasterCard,Online Shopping,40.0
1068.0,2034.0,7445.16,0,MasterCard,Groceries,45.0
1021.0,2079.0,6821.47,0,Visa,Retail,60.0
1008.0,2098.0,313.37,0,Discover,Travel,55.0
1066.0,2034.0,9311.12,0,Visa,Groceries,60.0
1011.0,2067.0,4770.28,1,American Express,Groceries,24.0
1024.0,2041.0,153.3,1,Visa,Gas Station,70.0
1009.0,2056.0,870.09,1,Discover,Travel,63.0
1077.0,2022.0,2355.68,0,MasterCard,Restaurant,48.0
1009.0,2041.0,8699.22,1,Discover,Travel,53.0
1087.0,2095.0,5801.97,1,MasterCard,Gas Station,25.0
1031.0,2063.0,5578.87,1,Discover,Restaurant,66.0
1052.0,2098.0,2707.97,1,American Express,Travel,41.0
1016.0,2020.0,7031.74,1,Visa,Retail,34.0
1073.0,2072.0,4802.45,1,Visa,Travel,61.0
1032.0,2085.0,7317.03,0,Discover,Travel,66.0
1075.0,2082.0,1541.42,1,Discover,Groceries,53.0
1077.0,2057.0,660.93,0,MasterCard,Gas Station,62.0
1006.0,2007.0,6783.41,0,American Express,Travel,30.0
1080.0,2025.0,308.68,1,Discover,Groceries,42.0
1011.0,2020.0,4979.26,1,Discover,Retail,69.0
1054.0,2007.0,8306.21,0,MasterCard,Online Shopping,23.0
1085.0,2030.0,4130.12,0,Visa,Groceries,65.0
1075.0,2024.0,9729.34,0,MasterCard,Groceries,67.0
1073.0,2005.0,5771.84,1,MasterCard,Groceries,22.0
1067.0,2061.0,449.9,1,Visa,Retail,38.0
1041.0,2034.0,639.47,1,American Express,Groceries,33.0
1034.0,2021.0,7697.64,1,MasterCard,Groceries,53.0
1027.0,2091.0,2815.42,1,Visa,Restaurant,32.0
1086.0,2060.0,2822.87,1,MasterCard,Travel,32.0
1092.0,2056.0,4796.92,0,Visa,Gas Station,42.0
1041.0,2015.0,8021.39,1,MasterCard,Groceries,42.0
1031.0,2064.0,253.88,0,MasterCard,Groceries,66.0
1034.0,2006.0,2726.9,1,MasterCard,Groceries,58.0
1051.0,2057.0,8721.2,1,Visa,Gas Station,67.0
1017.0,2046.0,2355.84,0,Visa,Gas Station,37.0
1086.0,2091.0,4485.41,0,Visa,Gas Station,36.0
1083.0,2072.0,29.47,0,Visa,Travel,55.0
1039.0,2063.0,6505.32,0,American Express,Restaurant,30.0
1059.0,2059.0,8736.47,0,Visa,Retail,36.0
1041.0,2064.0,8355.57,1,Discover,Retail,47.0
1097.0,2015.0,4359.09,1,American Express,Travel,62.0
1010.0,2093.0,9521.94,0,American Express,Retail,36.0
1002.0,2019.0,4890.39,1,American Express,Groceries,32.0
1059.0,2016.0,2322.89,0,American Express,Travel,21.0
1080.0,2045.0,8486.08,0,Discover,Gas Station,32.0
1073.0,2012.0,482.47,0,American Express,Gas Station,36.0
1013.0,2027.0,3646.71,0,American Express,Online Shopping,59.0
1010.0,2037.0,5984.51,0,MasterCard,Travel,27.0
1069.0,2024.0,4568.01,0,American Express,Online Shopping,45.0
1028.0,2022.0,4730.03,0,American Express,Groceries,47.0
1065.0,2096.0,1647.31,1,MasterCard,Gas Station,53.0
1034.0,2066.0,6589.43,1,Discover,Travel,65.0
1017.0,2035.0,3719.01,1,Visa,Online Shopping,67.0
1045.0,2073.0,5514.73,0,American Express,Gas Station,35.0
1009.0,2085.0,1465.5,1,Visa,Groceries,69.0
1032.0,2075.0,7354.6,1,American Express,Online Shopping,39.0
1048.0,2028.0,3474.41,1,MasterCard,Gas Station,69.0
1037.0,2075.0,1747.89,0,Discover,Online Shopping,43.0
1021.0,2001.0,4023.77,1,Discover,Online Shopping,45.0
1057.0,2068.0,4680.17,0,American Express,Online Shopping,64.0
1070.0,2099.0,3480.9,0,American Express,Gas Station,22.0
1091.0,2074.0,2931.57,0,Discover,Groceries,24.0
1039.0,2024.0,8144.13,0,MasterCard,Groceries,67.0
1079.0,2054.0,7519.08,1,American Express,Online Shopping,39.0
1084.0,2010.0,4950.16,0,Visa,Retail,40.0
1068.0,2032.0,5427.26,1,Discover,Travel,43.0
1002.0,2099.0,3609.69,0,MasterCard,Gas Station,53.0
1086.0,2064.0,4322.8,0,Discover,Travel,59.0
1071.0,2087.0,6025.5,0,Visa,Restaurant,22.0
1039.0,2013.0,8848.88,1,MasterCard,Groceries,44.0
1085.0,2043.0,3334.71,1,American Express,Groceries,18.0
1014.0,2004.0,3593.1,1,American Express,Gas Station,56.0
1018.0,2037.0,4670.89,1,Discover,Online Shopping,42.0
1034.0,2088.0,7539.5,0,Discover,Online Shopping,37.0
1015.0,2088.0,8619.38,1,Discover,Restaurant,60.0
1014.0,2016.0,1651.12,0,MasterCard,Retail,21.0
1096.0,2051.0,437.13,0,MasterCard,Restaurant,41.0
1071.0,2048.0,5068.47,1,American Express,Restaurant,46.0
1020.0,2076.0,8598.52,0,Discover,Travel,50.0
1035.0,2014.0,6254.38,1,American Express,Restaurant,49.0
1037.0,2042.0,5991.94,0,Visa,Gas Station,45.0
1078.0,2020.0,5406.71,0,Discover,Online Shopping,44.0
1027.0,2004.0,8321.81,0,MasterCard,Restaurant,19.0
1092.0,2011.0,1602.69,0,American Express,Online Shopping,66.0
1044.0,2059.0,7989.37,0,Discover,Restaurant,67.0
1027.0,2091.0,1403.82,1,Visa,Groceries,64.0
1088.0,2085.0,8164.42,1,Visa,Retail,22.0
1082.0,2062.0,2066.07,0,Visa,Online Shopping,48.0
1034.0,2059.0,6935.22,0,Discover,Groceries,52.0
1065.0,2081.0,826.62,0,MasterCard,Retail,28.0
1063.0,2035.0,4195.57,0,American Express,Online Shopping,61.0
